# Det2
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Edep VisibleEdep Ntracks
1216.88 78.7294 -50 0.0830875 0.000526185 0.954859 51.2582 22 6278980 1001 1 1 0.156088 0.156088 2 
486.414 924.293 -50 0.0133669 0.164811 1.06701 52.4985 22 6362031 1001 1 1 0 0 1 
1017.85 -1969.45 -50 0.000722992 -0.0430772 0.170154 52.7283 22 6363261 1001 1 1 0.0883014 0.0883014 3 
1133.03 73.159 -50 0.0475493 -0.00394673 0.508767 51.3731 22 6396976 1003 1002 1 0.350646 0.350646 3 
13.7486 -20.9896 -50 0.0129635 0.013269 0.0696409 54.6751 22 6453737 1022 1001 1 0.000591684 0.000591684 2 
-1600.81 -56.3639 -50 -0.122238 0.00689399 1.19895 51.394 22 6599333 1001 1 1 1.09978 1.09978 5 
-447.589 -685.328 -50 0.0035595 -0.125772 0.732456 51.8568 22 6677278 1001 1 1 0 0 1 
-836.626 -1134.65 -50 -0.0862252 -0.123698 1.621 51.0504 22 6740432 1001 1 1 0 0 1 
578.548 -1790.93 -50 0.0276369 -0.0601575 0.606343 51.6925 22 6749454 1001 1 1 0.255834 0.255834 2 
966.791 706.507 -50 0.0665354 0.0521528 1.10374 51.0835 22 6762642 1001 1 1 1.0116 1.0116 7 
1734.69 -945.701 -50 0.141553 -0.0592628 1.07987 51.8369 22 6855648 1001 1 1 0.878223 0.878223 4 
1147.87 463.025 -50 0.0914881 0.0229297 1.00081 52.0038 22 6867396 1001 1 1 0 0 1 
1589.05 -0.91433 -50 0.153143 0.00401755 1.2377 51.6661 22 6885507 1001 1 1 1.12344 1.12344 4 
-1998.45 -589.599 -50 -0.203735 -0.0436161 1.47981 51.46 22 6910015 1001 1 1 0 0 1 
296.22 -682.034 -50 0.0196739 -0.0256099 0.781534 51.0869 22 6916053 1001 1 1 0.658954 0.658954 5 
-777.537 1930.78 -50 -0.0671874 0.194682 1.50697 51.457 22 7130159 1001 1 1 1.06664 1.06664 3 
-960.463 264.714 -50 -0.046394 0.0207556 0.890336 51.4189 22 7136710 1001 1 1 0 0 1 
768.402 1399.8 -50 0.099405 0.158334 1.8309 51.2035 22 7142505 1001 1 1 0 0 1 
1240.95 1667.14 -50 0.102746 0.133217 1.15824 51.3778 22 7211288 1001 1 1 0.556824 0.556824 4 
508.771 796.92 -50 0.0477346 0.0637956 1.12659 51.1436 22 7408933 1001 1 1 0 0 1 
426.749 -1618.68 -50 0.0134731 -0.0696923 0.661646 51.3637 22 7426448 1001 1 1 0 0 1 
-1367.55 291.646 -50 -0.240671 0.0277008 1.51581 51.1285 22 7453422 1001 1 1 0 0 1 
