# Det
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Edep VisibleEdep Ntracks
1280.7 -278.171 -50 0.0909252 -0.0277766 0.377877 21.3991 22 557257 1001 1 1 0.222012 0.222012 5 
1074.71 303.347 -50 0.123689 0.0436854 0.555328 17.948 22 558104 1001 1 1 0 0 1 
587.645 -1245.3 -50 0.169261 -0.238165 1.10178 18.4205 22 559057 1001 1 1 0.5079 0.5079 4 
1052.68 1329.49 -50 0.162106 0.211035 0.767361 18.6031 22 559687 1001 1 1 0.148994 0.148994 2 
-169.117 544.31 -50 0.00827712 0.087012 0.830424 18.348 22 563127 1001 1 1 0.458261 0.458261 5 
-1506.5 -184.917 -50 -0.219832 -0.014321 0.71424 18.2699 22 563211 1001 1 1 0.537058 0.537058 2 
965.042 183.651 -50 0.13258 -0.00210685 0.517293 18.4838 22 566383 1025 1 1 0.364852 0.364852 3 
-1653.62 -1066.18 -50 -0.16095 -0.102307 0.486036 19.8542 22 568900 1001 1 1 0 0 1 
235.84 -915.671 -50 0.106848 -0.194054 1.28484 18.0399 22 572421 1001 1 1 0 0 1 
1754.42 165.485 -50 0.16792 0.0277715 0.476962 18.6076 22 573375 1001 1 1 0 0 1 
-51.1725 940.673 -50 -0.0110036 0.174754 0.978877 17.9105 22 576016 1001 1 1 0.0946875 0.0946875 2 
-1116.47 1720.38 -50 -0.144632 0.205291 0.603359 18.8498 22 576307 1001 1 1 0 0 1 
-96.6352 -221.362 -50 -0.0235062 -0.0518708 0.915863 17.5507 22 578287 1012 1 1 0 0 1 
-1447.27 1509.9 -50 -0.38178 0.420746 1.27184 18.7562 22 581570 1001 1 1 0 0 1 
-289.999 1054.64 -50 -0.0640575 0.283012 1.06886 18.194 22 585044 1001 1 1 0 0 1 
-55.906 -1029.58 -50 -0.00920598 -0.128464 0.622138 18.0157 22 589243 1001 1 1 0.334672 0.334672 2 
-1532.41 1028.23 -50 -0.293617 0.199718 0.84637 18.9986 22 589726 1001 1 1 0.0172415 0.0172415 2 
1986.42 1247.07 -50 0.274631 0.20168 0.775499 19.7507 22 593817 1010 1 1 0.505768 0.505768 3 
854.778 415.847 -50 0.0466603 0.0100892 0.298279 18.2574 22 594714 1001 1 1 0 0 1 
1084.66 -1177.65 -50 0.247324 -0.231788 1.03336 18.4786 22 596693 1001 1 1 0.721062 0.721062 4 
-168.141 -767.007 -50 0.00387575 -0.124947 0.649183 18.0894 22 606840 1011 1 1 0 0 1 
-272.588 -1439.26 -50 -0.0189425 -0.134972 0.425812 18.2773 22 609981 1001 1 1 0.352269 0.352269 4 
-337.552 670.009 -50 -0.0158077 0.076028 0.390228 18.847 22 611311 1001 1 1 0.350497 0.350497 11 
794.05 1518.7 -50 0.136975 0.220231 0.665794 18.9464 22 611344 1001 1 1 0 0 1 
1226.29 -868.587 -50 0.187273 -0.111586 0.782696 18.6498 22 612276 1001 1 1 0 0 1 
0.0538865 -1361.54 -50 0.0024496 -0.362392 1.35114 18.2923 22 616306 1001 1 1 1.28149 1.28149 7 
-1422.87 -1015.37 -50 -0.145785 -0.111492 0.538678 18.7041 22 616336 1016 1 1 0.0412861 0.0412861 2 
72.3282 -1001.95 -50 0.0289461 -0.353107 1.77662 17.8394 22 621462 1001 1 1 0 0 1 
-210.934 523.133 -50 -0.0216494 0.182274 1.2862 17.8596 22 624242 1001 1 1 0 0 1 
